"","trawl_id","species","project","year","pass","vessel","tow","datetime_utc_iso","area_swept_ha_der","scientific_name","total_catch_numbers","total_catch_wt_kg","subsample_count","subsample_wt_kg","cpue_kg_per_ha_der","date_formatted","cpue_kg_km2","area_swept_ha","o2","enviro","depth","performance","survey","longitude","latitude","presence","est_non_rf","quadratic","model"
"347",200403010167,"rex sole","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",167,"2004-07-19T00:00:00Z",1.68478626096,"0",0,0,0,0,0,12618,0,1.68478626096,NA,1.1,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-10.3057010648145,TRUE,6
"348",200403010169,"rex sole","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",169,"2004-07-20T00:00:00Z",1.73156662919,"apristurus brunneus",3,0.9,3,0.9,0.5197605364,12619,51.97605364,1.73156662919,NA,1.2,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-9.89129561053695,TRUE,6
"349",200403010170,"rex sole","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",170,"2004-07-20T00:00:00Z",2.831760217,"0",0,0,0,0,0,12619,0,2.831760217,NA,1.3,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-9.48233330872748,TRUE,6
"350",200403010171,"rex sole","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",171,"2004-07-20T00:00:00Z",2.310291825544,"0",0,0,0,0,0,12619,0,2.310291825544,NA,1.4,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-9.07881415938611,TRUE,6
"351",200403010176,"rex sole","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",176,"2004-07-21T00:00:00Z",2.034321149214,"0",0,0,0,0,0,12620,0,2.034321149214,NA,1.5,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-8.68073816251286,TRUE,6
"352",200403010177,"rex sole","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",177,"2004-07-22T00:00:00Z",2.411645789,"apristurus brunneus",1,0.55,1,0.55,0.228060025443,12621,22.8060025443,2.411645789,NA,1.6,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-8.2881053181077,TRUE,6
"353",200403010178,"rex sole","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",178,"2004-07-22T00:00:00Z",2.03091737472,"apristurus brunneus",8,2.45,8,2.45,1.206351391,12621,120.6351391,2.03091737472,NA,1.7,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-7.90091562617066,TRUE,6
"354",200403010179,"rex sole","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",179,"2004-07-22T00:00:00Z",1.887329582541,"apristurus brunneus",17,3.75,17,3.75,1.986934362016,12621,198.6934362016,1.887329582541,NA,1.8,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-7.51916908670172,TRUE,6
"355",200403010180,"rex sole","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",180,"2004-07-22T00:00:00Z",1.732618946848,"0",0,0,0,0,0,12621,0,1.732618946848,NA,1.9,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-7.14286569970088,TRUE,6
"356",200403010181,"rex sole","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",181,"2004-07-23T00:00:00Z",1.622773429875,"0",0,0,0,0,0,12622,0,1.622773429875,NA,2,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-6.77200546516816,TRUE,6
"357",200403015008,"rex sole","Groundfish Slope and Shelf Combination Survey",2013,2,"BJ Thomas",8,"2004-08-23T00:00:00Z",1.598225122053,"0",0,0,0,0,0,12653,0,1.598225122053,NA,2.1,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-6.40658838310353,TRUE,6
"358",200403015009,"rex sole","Groundfish Slope and Shelf Combination Survey",2013,2,"BJ Thomas",9,"2004-08-23T00:00:00Z",1.506746057124,"0",0,0,0,0,0,12653,0,1.506746057124,NA,2.2,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-6.04661445350701,TRUE,6
"359",200403015010,"rex sole","Groundfish Slope and Shelf Combination Survey",2013,2,"BJ Thomas",10,"2004-08-24T00:00:00Z",2.311147730745,"0",0,0,0,0,0,12654,0,2.311147730745,NA,2.3,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-5.6920836763786,TRUE,6
"360",201503008032,"rex sole","Groundfish Slope and Shelf Combination Survey",2013,1,"Excalibur",32,"2015-05-28T00:00:00Z",1.541846541326,"0",0,0,0,0,0,16583,0,1.541846541326,1.9648,2.4,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-5.34299605171829,TRUE,6
"361",200403015014,"rex sole","Groundfish Slope and Shelf Combination Survey",2013,2,"BJ Thomas",14,"2004-08-25T00:00:00Z",1.628511315099,"0",0,0,0,0,0,12655,0,1.628511315099,NA,2.5,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-4.99935157952609,TRUE,6
"362",200403015015,"rex sole","Groundfish Slope and Shelf Combination Survey",2013,2,"BJ Thomas",15,"2004-08-25T00:00:00Z",1.826132571357,"0",0,0,0,0,0,12655,0,1.826132571357,NA,2.6,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-4.66115025980199,TRUE,6
"363",200403015016,"rex sole","Groundfish Slope and Shelf Combination Survey",2013,2,"BJ Thomas",16,"2004-08-25T00:00:00Z",2.19771288,"0",0,0,0,0,0,12655,0,2.19771288,NA,2.7,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-4.328392092546,TRUE,6
"364",200403015018,"rex sole","Groundfish Slope and Shelf Combination Survey",2013,2,"BJ Thomas",18,"2004-08-26T00:00:00Z",1.739190943052,"0",0,0,0,0,0,12656,0,1.739190943052,NA,2.8,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-4.00107707775812,TRUE,6
"365",200403015023,"rex sole","Groundfish Slope and Shelf Combination Survey",2013,2,"BJ Thomas",23,"2004-08-27T00:00:00Z",1.384417459035,"0",0,0,0,0,0,12657,0,1.384417459035,NA,2.9,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-3.67920521543834,TRUE,6
"366",200403015024,"rex sole","Groundfish Slope and Shelf Combination Survey",2013,2,"BJ Thomas",24,"2004-08-27T00:00:00Z",3.261888297582,"apristurus brunneus",33,2.1,33,2.1,0.643798869985,12657,64.3798869985,3.261888297582,NA,3,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-3.36277650558667,TRUE,6
"367",200403010102,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",102,"2004-06-26T00:00:00Z",1.784735401995,"apristurus brunneus",7,3.3,7,3.3,1.849013582804,12595,184.9013582804,1.784735401995,NA,-3,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-32.9715343163591,TRUE,7
"368",200403010103,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",103,"2004-06-26T00:00:00Z",1.8421303859,"apristurus brunneus",4,1.15,4,1.15,0.624277200356,12595,62.4277200356,1.8421303859,NA,-2.9,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-32.342630054321,TRUE,7
"369",200403010104,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",104,"2004-06-27T00:00:00Z",1.983851478984,"apristurus brunneus",17,5.05,17,5.05,2.545553461788,12596,254.5553461788,1.983851478984,NA,-2.8,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-31.7195302067963,TRUE,7
"370",200403010105,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",105,"2004-06-27T00:00:00Z",2.0354859588,"apristurus brunneus",15,4.05,15,4.05,1.989696849782,12596,198.9696849782,2.0354859588,NA,-2.7,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-31.1022347737849,TRUE,7
"371",200403010107,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",107,"2004-06-29T00:00:00Z",1.667175189588,"0",0,0,0,0,0,12598,0,1.667175189588,NA,-2.6,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-30.4907437552868,TRUE,7
"372",200403010108,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",108,"2004-06-30T00:00:00Z",1.674528381104,"0",0,0,0,0,0,12599,0,1.674528381104,NA,-2.5,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-29.8850571513021,TRUE,7
"373",200403010109,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",109,"2004-06-30T00:00:00Z",1.492269244549,"0",0,0,0,0,0,12599,0,1.492269244549,NA,-2.4,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-29.2851749618306,TRUE,7
"374",200403010110,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",110,"2004-06-30T00:00:00Z",2.17478255764,"apristurus brunneus",23,4.05,23,4.05,1.86225514168,12599,186.225514168,2.17478255764,NA,-2.3,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-28.6910971868726,TRUE,7
"375",200403010111,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",111,"2004-06-30T00:00:00Z",2.14591356575,"apristurus brunneus",26,3.7,26,3.7,1.724207376781,12599,172.4207376781,2.14591356575,NA,-2.2,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-28.1028238264278,TRUE,7
"376",200403010124,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",124,"2004-07-07T00:00:00Z",1.566316968955,"0",0,0,0,0,0,12606,0,1.566316968955,NA,-2.1,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-27.5203548804964,TRUE,7
"377",200403010125,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",125,"2004-07-07T00:00:00Z",1.577040408828,"0",0,0,0,0,0,12606,0,1.577040408828,NA,-2,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-26.9436903490784,TRUE,7
"378",200403010126,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",126,"2004-07-07T00:00:00Z",1.519043036063,"0",0,0,0,0,0,12606,0,1.519043036063,NA,-1.9,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-26.3728302321736,TRUE,7
"379",200403010127,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",127,"2004-07-07T00:00:00Z",1.803012372107,"apristurus brunneus",22,7.6,22,7.6,4.215167969768,12606,421.5167969768,1.803012372107,NA,-1.8,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-25.8077745297822,TRUE,7
"380",200403010128,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",128,"2004-07-07T00:00:00Z",1.786344416636,"apristurus brunneus",13,3.6,13,3.6,2.015288858338,12606,201.5288858338,1.786344416636,NA,-1.7,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-25.2485232419041,TRUE,7
"381",200403010129,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",129,"2004-07-08T00:00:00Z",1.63985913,"0",0,0,0,0,0,12607,0,1.63985913,NA,-1.6,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-24.6950763685394,TRUE,7
"382",200403010130,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",130,"2004-07-08T00:00:00Z",1.883432496,"0",0,0,0,0,0,12607,0,1.883432496,NA,-1.5,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-24.147433909688,TRUE,7
"383",200403010131,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",131,"2004-07-08T00:00:00Z",1.253124245975,"0",0,0,0,0,0,12607,0,1.253124245975,NA,-1.4,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-23.6055958653499,TRUE,7
"384",200403010133,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",133,"2004-07-09T00:00:00Z",1.62693030522,"apristurus brunneus",5,2.3,5,2.3,1.413705302938,12608,141.3705302938,1.62693030522,NA,-1.3,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-23.0695622355252,TRUE,7
"385",200403010135,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",135,"2004-07-09T00:00:00Z",2.496398016123,"apristurus brunneus",4,1.55,4,1.55,0.620894580908,12608,62.0894580908,2.496398016123,NA,-1.2,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-22.5393330202137,TRUE,7
"386",200403010140,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",140,"2004-07-10T00:00:00Z",1.93916945097,"apristurus brunneus",9,1.84,9,1.84,0.948859832275,12609,94.8859832275,1.93916945097,NA,-1.1,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-22.0149082194157,TRUE,7
"387",200403010141,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",141,"2004-07-10T00:00:00Z",2.0694479336,"apristurus brunneus",8,0.85,8,0.85,0.410737562516,12609,41.0737562516,2.0694479336,NA,-1,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-21.4962878331309,TRUE,7
"388",200403010142,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",142,"2004-07-11T00:00:00Z",2.292965223911,"apristurus brunneus",4,0.7,4,0.7,0.305281559746,12610,30.5281559746,2.292965223911,NA,-0.9,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-20.9834718613595,TRUE,7
"389",200403010144,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",144,"2004-07-11T00:00:00Z",1.6877529016,"apristurus brunneus",9,1.2,9,1.2,0.711004554554,12610,71.1004554554,1.6877529016,NA,-0.8,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-20.4764603041014,TRUE,7
"390",200403010145,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",145,"2004-07-11T00:00:00Z",1.813895166728,"apristurus brunneus",16,2.2,16,2.2,1.212859508286,12610,121.2859508286,1.813895166728,NA,-0.7,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-19.9752531613567,TRUE,7
"391",200403010146,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",146,"2004-07-11T00:00:00Z",1.81383741082,"apristurus brunneus",2,0.55,2,0.55,0.303224531989,12610,30.3224531989,1.81383741082,NA,-0.6,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-19.4798504331253,TRUE,7
"392",200403010147,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",147,"2004-07-12T00:00:00Z",2.03571514167,"apristurus brunneus",6,1.7,6,1.7,0.835087368169,12611,83.5087368169,2.03571514167,NA,-0.5,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-18.9902521194072,TRUE,7
"393",200403010148,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",148,"2004-07-12T00:00:00Z",1.846966994496,"apristurus brunneus",6,1.25,6,1.25,0.676785239652,12611,67.6785239652,1.846966994496,NA,-0.4,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-18.5064582202025,TRUE,7
"394",200403010149,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",149,"2004-07-12T00:00:00Z",2.40049079928,"apristurus brunneus",16,2.15,16,2.15,0.895650173142,12611,89.5650173142,2.40049079928,NA,-0.3,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-18.028468735511,TRUE,7
"395",200403010151,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",151,"2004-07-12T00:00:00Z",1.69536746052,"0",0,0,0,0,0,12611,0,1.69536746052,NA,-0.2,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-17.556283665333,TRUE,7
"396",200403010152,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",152,"2004-07-13T00:00:00Z",1.836108777096,"0",0,0,0,0,0,12612,0,1.836108777096,NA,-0.0999999999999996,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-17.0899030096682,TRUE,7
"397",200403010153,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",153,"2004-07-13T00:00:00Z",1.5750604681,"0",0,0,0,0,0,12612,0,1.5750604681,NA,0,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-16.6293267685168,TRUE,7
"398",200403010155,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",155,"2004-07-17T00:00:00Z",1.60052980835,"0",0,0,0,0,0,12616,0,1.60052980835,NA,0.1,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-16.1745549418787,TRUE,7
"399",200403010158,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",158,"2004-07-17T00:00:00Z",1.682933192642,"0",0,0,0,0,0,12616,0,1.682933192642,NA,0.2,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-15.725587529754,TRUE,7
"400",200403010159,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",159,"2004-07-18T00:00:00Z",1.461347135397,"0",0,0,0,0,0,12617,0,1.461347135397,NA,0.3,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-15.2824245321425,TRUE,7
"401",200403010160,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",160,"2004-07-18T00:00:00Z",1.450634374449,"0",0,0,0,0,0,12617,0,1.450634374449,NA,0.4,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-14.8450659490445,TRUE,7
"402",200403010161,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",161,"2004-07-18T00:00:00Z",1.90114800197,"0",0,0,0,0,0,12617,0,1.90114800197,NA,0.5,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-14.4135117804597,TRUE,7
"403",200403010162,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",162,"2004-07-18T00:00:00Z",1.68767342262,"0",0,0,0,0,0,12617,0,1.68767342262,NA,0.6,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-13.9877620263883,TRUE,7
"404",200403010163,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",163,"2004-07-18T00:00:00Z",1.547972946148,"apristurus brunneus",1,0.7,1,0.7,0.452204285444,12617,45.2204285444,1.547972946148,NA,0.7,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-13.5678166868302,TRUE,7
"405",200403010164,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",164,"2004-07-18T00:00:00Z",1.579413506844,"0",0,0,0,0,0,12617,0,1.579413506844,NA,0.8,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-13.1536757617855,TRUE,7
"406",200403010165,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",165,"2004-07-19T00:00:00Z",1.55651095146,"0",0,0,0,0,0,12618,0,1.55651095146,NA,0.9,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-12.745339251254,TRUE,7
"407",200403010166,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",166,"2004-07-19T00:00:00Z",1.296614390845,"0",0,0,0,0,0,12618,0,1.296614390845,NA,1,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-12.342807155236,TRUE,7
"408",200403010167,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",167,"2004-07-19T00:00:00Z",1.68478626096,"0",0,0,0,0,0,12618,0,1.68478626096,NA,1.1,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-11.9460794737312,TRUE,7
"409",200403010169,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",169,"2004-07-20T00:00:00Z",1.73156662919,"apristurus brunneus",3,0.9,3,0.9,0.5197605364,12619,51.97605364,1.73156662919,NA,1.2,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-11.5551562067398,TRUE,7
"410",200403010170,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",170,"2004-07-20T00:00:00Z",2.831760217,"0",0,0,0,0,0,12619,0,2.831760217,NA,1.3,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-11.1700373542617,TRUE,7
"411",200403010171,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",171,"2004-07-20T00:00:00Z",2.310291825544,"0",0,0,0,0,0,12619,0,2.310291825544,NA,1.4,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-10.790722916297,TRUE,7
"412",200403010176,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",176,"2004-07-21T00:00:00Z",2.034321149214,"0",0,0,0,0,0,12620,0,2.034321149214,NA,1.5,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-10.4172128928455,TRUE,7
"413",200403010177,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",177,"2004-07-22T00:00:00Z",2.411645789,"apristurus brunneus",1,0.55,1,0.55,0.228060025443,12621,22.8060025443,2.411645789,NA,1.6,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-10.0495072839074,TRUE,7
"414",200403010178,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",178,"2004-07-22T00:00:00Z",2.03091737472,"apristurus brunneus",8,2.45,8,2.45,1.206351391,12621,120.6351391,2.03091737472,NA,1.7,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-9.68760608948269,TRUE,7
"415",200403010179,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",179,"2004-07-22T00:00:00Z",1.887329582541,"apristurus brunneus",17,3.75,17,3.75,1.986934362016,12621,198.6934362016,1.887329582541,NA,1.8,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-9.33150930957127,TRUE,7
"416",200403010180,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",180,"2004-07-22T00:00:00Z",1.732618946848,"0",0,0,0,0,0,12621,0,1.732618946848,NA,1.9,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-8.98121694417318,TRUE,7
"417",200403010181,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",181,"2004-07-23T00:00:00Z",1.622773429875,"0",0,0,0,0,0,12622,0,1.622773429875,NA,2,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-8.63672899328843,TRUE,7
"418",200403015008,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,2,"BJ Thomas",8,"2004-08-23T00:00:00Z",1.598225122053,"0",0,0,0,0,0,12653,0,1.598225122053,NA,2.1,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-8.298045456917,TRUE,7
"419",200403015009,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,2,"BJ Thomas",9,"2004-08-23T00:00:00Z",1.506746057124,"0",0,0,0,0,0,12653,0,1.506746057124,NA,2.2,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-7.96516633505892,TRUE,7
"420",200403015010,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,2,"BJ Thomas",10,"2004-08-24T00:00:00Z",2.311147730745,"0",0,0,0,0,0,12654,0,2.311147730745,NA,2.3,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-7.63809162771416,TRUE,7
"421",201503008032,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,1,"Excalibur",32,"2015-05-28T00:00:00Z",1.541846541326,"0",0,0,0,0,0,16583,0,1.541846541326,1.9648,2.4,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-7.31682133488273,TRUE,7
"422",200403015014,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,2,"BJ Thomas",14,"2004-08-25T00:00:00Z",1.628511315099,"0",0,0,0,0,0,12655,0,1.628511315099,NA,2.5,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-7.00135545656465,TRUE,7
"423",200403015015,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,2,"BJ Thomas",15,"2004-08-25T00:00:00Z",1.826132571357,"0",0,0,0,0,0,12655,0,1.826132571357,NA,2.6,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-6.69169399275989,TRUE,7
"424",200403015016,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,2,"BJ Thomas",16,"2004-08-25T00:00:00Z",2.19771288,"0",0,0,0,0,0,12655,0,2.19771288,NA,2.7,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-6.38783694346846,TRUE,7
"425",200403015018,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,2,"BJ Thomas",18,"2004-08-26T00:00:00Z",1.739190943052,"0",0,0,0,0,0,12656,0,1.739190943052,NA,2.8,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-6.08978430869037,TRUE,7
"426",200403015023,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,2,"BJ Thomas",23,"2004-08-27T00:00:00Z",1.384417459035,"0",0,0,0,0,0,12657,0,1.384417459035,NA,2.9,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,0,-5.79753608842561,TRUE,7
"427",200403015024,"bigfin eelpout","Groundfish Slope and Shelf Combination Survey",2013,2,"BJ Thomas",24,"2004-08-27T00:00:00Z",3.261888297582,"apristurus brunneus",33,2.1,33,2.1,0.643798869985,12657,64.3798869985,3.261888297582,NA,3,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-5.51109228267419,TRUE,7
"428",200403010102,"shortspine thornyhead","Groundfish Slope and Shelf Combination Survey",2013,1,"Ms. Julie",102,"2004-06-26T00:00:00Z",1.784735401995,"apristurus brunneus",7,3.3,7,3.3,1.849013582804,12595,184.9013582804,1.784735401995,NA,-3,0,"Satisfactory","nwfsc.combo",502.211768570997,4494.84371814161,1,-10.0438810286562,TRUE,8
